symbol,date,quarter,positive_score,negative_score,neutral_score,polarity,sentiment_confidence,optimism_ratio,caution_ratio,transcript_length,word_complexity,price_volatility,prev_quarter_movement,label
ALLE,2021-04-22,2021-Q1,0.0885,0.0291,0.8824,0.0594,0.8533,0.8548,0.1452,4048,6.3145,0.19,-0.683,1
PKG,2021-10-26,2021-Q3,0.0665,0.0685,0.865,-0.0021,0.7985,0.6222,0.3778,3586,5.9618,0.2516,5.1497,1
IQV,2021-02-10,2020-Q4,0.132,0.0283,0.8397,0.1037,0.8114,0.8125,0.1875,3349,5.9651,0.2463,2.0847,1
BDX,2021-11-04,2021-Q4,0.1563,0.0211,0.8226,0.1353,0.8015,0.8571,0.1429,5135,6.2672,0.186,-6.8325,0
AMAT,2022-08-18,2022-Q3,0.0903,0.0244,0.8853,0.0659,0.8609,0.8182,0.1818,3896,6.0575,0.4949,-3.521,0
PFG,2021-04-28,2021-Q1,0.0679,0.0475,0.8846,0.0205,0.8371,0.7705,0.2295,4592,6.15,0.2313,,1
AVGO,2022-05-26,2022-Q2,0.0632,0.0282,0.9085,0.035,0.8803,0.8889,0.1111,3547,6.446,0.4973,-1.956,1
GD,2022-01-26,2021-Q4,0.0893,0.036,0.8747,0.0533,0.8387,0.78,0.22,3424,6.0543,0.1245,-2.9,1
AMD,2022-02-01,2021-Q4,0.0986,0.0222,0.8792,0.0764,0.857,0.9565,0.0435,3750,5.9213,0.4996,-1.74,1
CLX,2020-11-02,2021-Q1,0.1159,0.0198,0.8644,0.0961,0.8446,0.9565,0.0435,4510,6.0827,0.1765,-1.26,0
INTU,2021-08-24,2021-Q4,0.0814,0.0218,0.8968,0.0596,0.875,0.9167,0.0833,4602,5.9333,0.1356,-0.2997,1
BMY,2022-02-04,2021-Q4,0.1169,0.0223,0.8609,0.0946,0.8386,0.9,0.1,4521,6.2654,0.2031,1.5049,1
AVY,2019-07-23,2019-Q2,0.093,0.0271,0.8799,0.0659,0.8528,0.7736,0.2264,3060,6.1425,0.2328,,1
ON,2022-05-02,2022-Q1,0.0985,0.0423,0.8592,0.0562,0.8169,0.8636,0.1364,3921,6.0286,0.5261,2.6994,1
ABBV,2021-02-03,2020-Q4,0.0856,0.0222,0.8922,0.0633,0.87,0.9524,0.0476,5494,6.2545,0.277,,1
EMR,2021-08-04,2021-Q3,0.066,0.0284,0.9056,0.0376,0.8772,0.807,0.193,4739,6.18,0.2353,4.8939,1
TRV,2021-01-21,2020-Q4,0.0673,0.0943,0.8384,-0.0271,0.7711,0.7738,0.2262,5952,6.1418,0.2228,,0
ALL,2021-11-04,2021-Q3,0.0987,0.0336,0.8676,0.0651,0.834,0.7759,0.2241,4435,5.9709,0.1716,3.52,0
J,2020-02-04,2020-Q1,0.0796,0.0232,0.8973,0.0564,0.8741,0.8983,0.1017,4299,6.2996,0.161,,1
MMM,2023-01-24,2022-Q4,0.0662,0.0678,0.866,-0.0016,0.7998,0.5,0.5,4711,6.2038,0.3021,6.94,0
JKHY,2022-02-09,2022-Q2,0.1119,0.0288,0.8594,0.0831,0.8306,0.7561,0.2439,4963,6.0637,0.2774,-2.0857,1
OKE,2021-02-23,2020-Q4,0.0898,0.029,0.8812,0.0608,0.8522,0.8039,0.1961,4067,5.8485,0.3404,,0
YUM,2021-02-04,2020-Q4,0.0774,0.1024,0.8202,-0.025,0.7428,0.7,0.3,3749,6.0667,0.2555,,0
FTV,2021-07-29,2021-Q2,0.1182,0.0218,0.86,0.0964,0.8382,0.9481,0.0519,5384,5.9692,0.1639,-2.4973,1
DIS,2020-05-05,2020-Q2,0.0488,0.0614,0.8898,-0.0126,0.841,0.4054,0.5946,4671,6.0987,0.4834,4.2582,1
SWKS,2020-05-04,2020-Q2,0.0545,0.0342,0.9113,0.0203,0.8771,0.8378,0.1622,3605,6.0519,0.6989,-3.2391,1
STZ,2022-01-06,2022-Q3,0.1207,0.0536,0.8257,0.0671,0.7721,0.7805,0.2195,4474,6.2523,0.1129,3.14,1
GEN,2022-08-04,2023-Q1,0.1012,0.0225,0.8764,0.0787,0.8539,0.7917,0.2083,2995,6.2755,0.2256,-3.4659,0
DVA,2021-02-11,2020-Q4,0.0487,0.0363,0.9151,0.0124,0.8788,0.3548,0.6452,5015,5.8223,0.2559,,0
MSFT,2022-07-26,2022-Q4,0.1053,0.082,0.8127,0.0234,0.7307,0.569,0.431,4183,6.3132,0.2826,-1.1399,1
MSCI,2021-07-27,2021-Q2,0.1245,0.0169,0.8586,0.1076,0.8417,0.8974,0.1026,4243,6.1523,0.1513,5.36,1
CFG,2022-04-19,2022-Q1,0.0997,0.0224,0.8779,0.0773,0.8555,0.8409,0.1591,5959,5.6743,0.2964,-8.21,1
COF,2021-04-27,2021-Q1,0.0811,0.0365,0.8824,0.0446,0.8459,0.6364,0.3636,3529,6.0544,0.2499,1.6873,1
ADSK,2019-11-26,2020-Q3,0.0859,0.0216,0.8925,0.0643,0.8709,0.8448,0.1552,4617,6.0847,0.1776,-3.37,1
FICO,2021-11-10,2021-Q4,0.0724,0.0387,0.8889,0.0338,0.8502,0.5625,0.4375,2758,6.2596,0.2806,-9.2083,0
ULTA,2022-03-10,2021-Q4,0.1011,0.027,0.8719,0.074,0.8449,0.8676,0.1324,4252,6.3554,0.4214,1.56,1
MMM,2021-10-26,2021-Q3,0.0821,0.0307,0.8872,0.0514,0.8565,0.7143,0.2857,4782,5.9147,0.1511,-1.8495,0
BEN,2021-02-02,2021-Q1,0.0765,0.0198,0.9037,0.0568,0.8839,0.9412,0.0588,4353,5.8387,0.3845,,0
SJM,2021-11-23,2022-Q2,0.0676,0.0261,0.9062,0.0415,0.8801,0.9444,0.0556,2632,5.9932,0.1804,-4.9424,1
LIN,2020-05-07,2020-Q1,0.0738,0.0376,0.8885,0.0362,0.8509,0.7209,0.2791,4076,5.9534,0.4417,3.7644,0
NI,2020-05-06,2020-Q1,0.0802,0.0287,0.891,0.0515,0.8623,0.6061,0.3939,3528,6.3336,0.5525,-2.9744,0
MAR,2021-05-10,2021-Q1,0.0903,0.0277,0.882,0.0626,0.8543,0.7907,0.2093,3251,5.9625,0.2294,14.6856,0
DPZ,2021-04-29,2021-Q1,0.1131,0.0261,0.8607,0.087,0.8346,0.8286,0.1714,4777,6.0216,0.1401,-6.0658,1
TPR,2021-11-11,2022-Q1,0.1503,0.0209,0.8288,0.1294,0.8079,0.9677,0.0323,4463,6.3108,0.2812,-1.16,1
WMB,2020-11-03,2020-Q3,0.089,0.0365,0.8746,0.0525,0.8381,0.8289,0.1711,5042,5.9879,0.3804,5.73,0
EOG,2020-08-07,2020-Q2,0.0868,0.0298,0.8835,0.057,0.8537,0.9216,0.0784,4103,6.0395,0.5127,,0
CCI,2023-01-26,2022-Q4,0.0843,0.0208,0.8949,0.0635,0.8741,0.963,0.037,3680,5.8598,0.3174,-4.92,1
REG,2021-08-06,2021-Q2,0.0783,0.0221,0.8996,0.0563,0.8775,0.875,0.125,3435,6.0405,0.2983,-1.277,1
FDX,2019-06-25,2019-Q4,0.0841,0.0344,0.8815,0.0497,0.8471,0.6607,0.3393,4601,6.2078,0.2926,,1
ES,2021-07-30,2021-Q2,0.0456,0.0385,0.9159,0.0071,0.8774,0.6667,0.3333,3668,6.1701,0.2109,1.249,1
WYNN,2022-05-10,2022-Q1,0.0735,0.0244,0.9021,0.0492,0.8777,0.7097,0.2903,2388,5.9066,0.444,1.18,1
ODFL,2020-04-23,2020-Q1,0.0727,0.0469,0.8804,0.0257,0.8335,0.6727,0.3273,4829,5.8333,0.845,5.16,1
META,2021-10-25,2021-Q3,0.0679,0.0249,0.9072,0.043,0.8823,0.7586,0.2414,4394,5.8858,0.3405,6.448,0
IQV,2022-02-15,2021-Q4,0.083,0.0263,0.8906,0.0567,0.8643,0.7955,0.2045,3654,6.0,0.3244,3.0709,0
META,2021-04-28,2021-Q1,0.0764,0.0239,0.8997,0.0524,0.8758,0.9231,0.0769,4666,5.7587,0.2456,-5.7552,1
CTSH,2022-07-27,2022-Q2,0.0849,0.0286,0.8866,0.0563,0.858,0.7714,0.2286,4096,6.3894,0.264,-5.45,0
CDW,2021-08-04,2021-Q2,0.1,0.0223,0.8777,0.0776,0.8554,0.9016,0.0984,4828,6.2042,0.1605,-6.4509,1
BIO,2021-10-28,2021-Q3,0.0853,0.0461,0.8686,0.0393,0.8225,0.7391,0.2609,1818,6.1606,0.2374,8.77,0
DIS,2022-08-10,2022-Q3,0.1154,0.0274,0.8572,0.088,0.8298,0.8333,0.1667,3686,6.0863,0.344,-1.6826,1
KHC,2021-02-11,2020-Q4,0.0773,0.0204,0.9023,0.0569,0.8819,1.0,0.0,1631,5.8884,0.2199,-17.43,1
GILD,2022-04-28,2022-Q1,0.068,0.0361,0.8959,0.0319,0.8598,0.7907,0.2093,4499,6.076,0.2045,-6.9598,0
KHC,2021-04-29,2021-Q1,0.0538,0.0254,0.9208,0.0284,0.8954,0.8889,0.1111,1726,5.6715,0.1863,4.276,1
MSFT,2021-07-27,2021-Q4,0.097,0.0484,0.8546,0.0486,0.8062,0.8571,0.1429,3956,6.3665,0.1404,-3.5825,0
CBRE,2021-02-23,2020-Q4,0.1074,0.0381,0.8545,0.0693,0.8164,0.8,0.2,4112,6.3091,0.3601,2.34,1
WFC,2022-04-14,2022-Q1,0.0867,0.0841,0.8293,0.0026,0.7452,0.5867,0.4133,4803,5.7928,0.3284,-0.8741,0
ORLY,2021-07-29,2021-Q2,0.1037,0.0316,0.8646,0.0721,0.833,0.806,0.194,4231,6.0586,0.1447,6.4026,0
HST,2022-02-17,2021-Q4,0.0822,0.0277,0.8901,0.0545,0.8624,0.7255,0.2745,4353,6.1755,0.2929,6.2609,1
FIS,2020-10-29,2020-Q3,0.131,0.0221,0.8469,0.109,0.8248,0.8961,0.1039,4242,6.1488,0.2179,-0.7722,0
NKE,2022-06-27,2022-Q4,0.0809,0.0239,0.8952,0.057,0.8713,0.9375,0.0625,4385,6.1637,0.4504,1.87,0
A,2021-02-16,2021-Q1,0.1254,0.0204,0.8542,0.105,0.8338,0.9516,0.0484,4875,5.7602,0.2232,2.8857,0
COF,2022-01-25,2021-Q4,0.1002,0.0269,0.8729,0.0732,0.846,0.6939,0.3061,4807,5.8727,0.259,-10.4636,0
JPM,2022-07-14,2022-Q2,0.0636,0.043,0.8934,0.0206,0.8504,0.5814,0.4186,3922,5.6334,0.29,-3.4135,0
C,2021-10-14,2021-Q3,0.0843,0.0917,0.824,-0.0074,0.7397,0.8246,0.1754,4062,5.9737,0.2732,-6.28,0
CSCO,2021-02-09,2021-Q2,0.0797,0.0221,0.8982,0.0575,0.8761,0.8182,0.1818,4396,6.0464,0.1755,,0
CTSH,2022-02-02,2021-Q4,0.1171,0.0219,0.861,0.0952,0.8391,0.8947,0.1053,4391,6.3749,0.2312,-1.2158,1
SHW,2021-01-28,2020-Q4,0.112,0.0243,0.8637,0.0877,0.8394,0.9032,0.0968,6859,5.9972,0.158,0.46,0
TSCO,2020-04-23,2020-Q1,0.0728,0.0294,0.8978,0.0433,0.8684,0.7568,0.2432,3934,6.0386,0.5954,,1
CL,2021-04-30,2021-Q1,0.0979,0.0254,0.8766,0.0725,0.8512,0.7879,0.2121,3952,6.1447,0.1261,0.17,1
LYB,2021-10-29,2021-Q3,0.0939,0.1001,0.8061,-0.0062,0.7122,0.7027,0.2973,4429,6.1522,0.2601,-2.06,0
CMG,2021-10-21,2021-Q3,0.0805,0.0251,0.8943,0.0554,0.8692,0.8684,0.1316,4969,5.9664,0.2117,18.0355,0
WRB,2019-10-22,2019-Q3,0.0532,0.028,0.9188,0.0252,0.8908,0.6842,0.3158,2123,6.0716,0.1374,,0
PODD,2021-08-05,2021-Q2,0.1099,0.0199,0.8702,0.09,0.8503,0.8769,0.1231,4542,6.2514,0.3121,-18.48,0
ACN,2021-06-24,2021-Q3,0.091,0.0231,0.8859,0.068,0.8628,0.9574,0.0426,3648,6.335,0.1175,-0.09,1
JNJ,2021-01-26,2020-Q4,0.0997,0.0778,0.8225,0.022,0.7447,0.7778,0.2222,5709,6.4948,0.1229,-3.2663,1
ODFL,2022-02-02,2021-Q4,0.1009,0.0242,0.8748,0.0767,0.8506,0.9394,0.0606,4574,5.6281,0.3469,6.2303,1
PEP,2021-04-15,2021-Q1,0.0618,0.0228,0.9154,0.039,0.8926,0.8214,0.1786,2630,5.9316,0.1612,-4.2877,1
KMB,2020-10-22,2020-Q3,0.0771,0.023,0.9,0.0541,0.877,0.8718,0.1282,3615,5.9889,0.1484,5.6696,0
TXT,2021-01-27,2020-Q4,0.0634,0.034,0.9026,0.0294,0.8686,0.7826,0.2174,3958,5.6953,0.2716,,0
PAYC,2022-05-03,2022-Q1,0.1131,0.0258,0.8611,0.0873,0.8353,0.9524,0.0476,3365,5.5863,0.4565,6.3851,1
SBUX,2021-07-27,2021-Q3,0.1204,0.03,0.8496,0.0904,0.8196,0.907,0.093,4883,6.3187,0.2052,-1.2336,0
PSX,2022-04-29,2022-Q1,0.0844,0.0422,0.8734,0.0421,0.8312,0.6852,0.3148,4257,5.8248,0.3722,2.0242,1
VICI,2021-02-19,2020-Q4,0.0645,0.0211,0.9144,0.0434,0.8933,0.875,0.125,4844,5.8528,0.3331,,1
LUV,2021-10-21,2021-Q3,0.07,0.0419,0.8881,0.028,0.8462,0.549,0.451,5365,5.7689,0.3263,5.46,0
DLTR,2021-03-03,2020-Q4,0.0961,0.0345,0.8694,0.0615,0.8349,0.7377,0.2623,4740,5.9297,0.2392,,1
TRMB,2020-11-04,2020-Q3,0.0812,0.0379,0.8809,0.0433,0.843,0.7209,0.2791,4751,6.2753,0.3945,6.3021,1
HSY,2021-04-29,2021-Q1,0.0692,0.0227,0.9081,0.0464,0.8854,0.9,0.1,2295,5.8096,0.1278,3.11,1
DG,2022-12-01,2022-Q3,0.1025,0.0234,0.8741,0.079,0.8507,0.7931,0.2069,4911,6.2425,0.3039,-4.02,0
PSA,2020-08-06,2020-Q2,0.0601,0.0328,0.9071,0.0273,0.8743,0.5556,0.4444,3507,5.8149,0.2659,-7.8111,1
PKG,2021-01-28,2020-Q4,0.0535,0.0267,0.9198,0.0268,0.8931,0.6,0.4,4447,5.9879,0.2512,-1.1142,0
CVS,2022-08-03,2022-Q2,0.1171,0.035,0.8479,0.0822,0.8129,0.8596,0.1404,4177,6.1898,0.1959,2.45,1
YUM,2021-10-28,2021-Q3,0.1049,0.0267,0.8684,0.0781,0.8417,0.8438,0.1562,3656,6.1559,0.1428,8.08,0
ADSK,2019-05-23,2020-Q1,0.0673,0.0259,0.9068,0.0414,0.8809,0.9574,0.0426,5055,5.9559,0.3115,,0
CPRT,2022-05-19,2022-Q3,0.0799,0.0786,0.8415,0.0014,0.7629,0.6818,0.3182,2947,6.1269,0.404,-0.8,0
MSCI,2022-07-26,2022-Q2,0.0879,0.0215,0.8906,0.0664,0.8691,0.803,0.197,3821,6.0285,0.3374,-8.8795,1
LVS,2023-01-25,2022-Q4,0.0588,0.0263,0.9148,0.0325,0.8885,0.8889,0.1111,4058,5.5821,0.3442,-1.7932,1
ATO,2021-05-06,2021-Q2,0.0665,0.1232,0.8104,-0.0567,0.7439,0.6842,0.3158,2771,6.2569,0.1536,0.49,0
CRL,2021-02-17,2020-Q4,0.093,0.0227,0.8844,0.0703,0.8617,0.8817,0.1183,6048,6.3219,0.3352,,1
D,2021-02-12,2020-Q4,0.0861,0.021,0.8928,0.0651,0.8718,0.8889,0.1111,5024,6.2355,0.1554,,0
TDG,2021-05-11,2021-Q2,0.0702,0.0482,0.8817,0.022,0.8335,0.7714,0.2286,3525,6.0037,0.1799,-3.9455,0
ROL,2022-01-26,2021-Q4,0.0735,0.0276,0.8989,0.0459,0.8713,0.9259,0.0741,2696,5.9184,0.239,-12.8662,0
TSN,2021-08-09,2021-Q3,0.1202,0.0296,0.8503,0.0906,0.8207,0.8158,0.1842,4308,6.085,0.139,1.93,1
VLO,2022-07-28,2022-Q2,0.0693,0.0726,0.8581,-0.0034,0.7888,0.4878,0.5122,3782,5.7356,0.5528,10.5075,1
PNC,2022-01-18,2021-Q4,0.0945,0.0359,0.8696,0.0586,0.8337,0.5429,0.4571,3127,5.8187,0.2827,5.33,0
EIX,2021-11-02,2021-Q3,0.0588,0.0341,0.9071,0.0247,0.873,0.8056,0.1944,3903,6.1232,0.1883,-0.1802,0
MTCH,2021-08-04,2021-Q2,0.0786,0.0209,0.9005,0.0577,0.8796,0.7941,0.2059,2790,5.9918,0.3158,-4.4664,0
HAL,2022-01-24,2021-Q4,0.1374,0.0304,0.8321,0.107,0.8017,0.8955,0.1045,4230,6.2447,0.3615,-0.4614,1
LOW,2021-11-17,2021-Q3,0.0896,0.0306,0.8798,0.0589,0.8492,0.9,0.1,4098,6.1986,0.1375,6.502,1
SWKS,2021-11-04,2021-Q4,0.0695,0.0236,0.9069,0.0458,0.8833,0.8293,0.1707,3466,5.9735,0.2228,-2.386,0
KMB,2022-04-22,2022-Q1,0.0626,0.033,0.9044,0.0295,0.8714,0.8333,0.1667,3100,5.7706,0.1383,-2.9267,1
HD,2021-02-23,2020-Q4,0.114,0.0377,0.8483,0.0763,0.8106,0.7059,0.2941,3611,6.2287,0.2138,,0
DLR,2022-07-28,2022-Q2,0.0969,0.0215,0.8815,0.0754,0.86,0.8077,0.1923,3885,6.0672,0.2903,-6.1362,0
ADSK,2022-02-24,2022-Q4,0.0774,0.0256,0.8971,0.0518,0.8715,0.8205,0.1795,3837,6.2348,0.5079,-18.1364,0
SWKS,2022-05-03,2022-Q2,0.0691,0.022,0.9089,0.0471,0.8869,0.8529,0.1471,3013,5.8576,0.3996,-4.29,0
DOC,2021-11-05,2021-Q3,0.0677,0.0212,0.9111,0.0465,0.8899,0.963,0.037,2610,6.3739,0.1596,-0.6204,0
UPS,2021-07-27,2021-Q2,0.0892,0.033,0.8777,0.0562,0.8447,0.8451,0.1549,4345,5.9227,0.1178,15.9547,0
WFC,2021-01-15,2020-Q4,0.0861,0.1277,0.7862,-0.0416,0.7001,0.6353,0.3647,6806,6.0132,0.3797,-1.81,0
PPG,2022-07-22,2022-Q2,0.0727,0.0984,0.8289,-0.0256,0.7562,0.6111,0.3889,3816,5.972,0.3474,-0.4664,1
MNST,2021-11-04,2021-Q3,0.1287,0.0789,0.7923,0.0498,0.7134,0.6111,0.3889,2941,6.1272,0.1547,5.8162,1
BALL,2020-02-06,2019-Q4,0.0762,0.0229,0.901,0.0533,0.8781,0.8955,0.1045,5960,5.9263,0.2538,-9.2936,1
BKNG,2022-02-23,2021-Q4,0.0861,0.0414,0.8725,0.0447,0.8311,0.7424,0.2576,4332,6.1674,0.3277,6.0317,0
MMC,2022-01-27,2021-Q4,0.111,0.0238,0.8652,0.0871,0.8414,0.8793,0.1207,4102,6.1082,0.1976,4.3878,0
PPL,2022-02-18,2021-Q4,0.0785,0.0261,0.8953,0.0524,0.8692,0.8462,0.1538,3388,6.2178,0.1142,-1.88,0
HST,2021-11-04,2021-Q3,0.106,0.0287,0.8653,0.0772,0.8366,0.8485,0.1515,4205,6.1118,0.1891,0.443,1
IDXX,2021-05-04,2021-Q1,0.2284,0.0212,0.7504,0.2072,0.7292,0.9877,0.0123,4137,6.3471,0.1963,2.0755,0
ABNB,2021-11-04,2021-Q3,0.0679,0.0199,0.9122,0.048,0.8923,0.9231,0.0769,4365,5.6197,0.3084,-3.7072,1
MMC,2021-07-22,2021-Q2,0.1582,0.0325,0.8093,0.1258,0.7768,0.8448,0.1552,3723,6.0457,0.1504,6.68,1
ITW,2022-02-03,2021-Q4,0.076,0.03,0.894,0.0459,0.864,0.8667,0.1333,3447,6.0305,0.1421,2.0664,0
IQV,2021-10-21,2021-Q3,0.0881,0.0296,0.8823,0.0586,0.8527,0.8125,0.1875,3506,5.8819,0.2538,0.1658,1
MRK,2020-07-31,2020-Q2,0.1069,0.0266,0.8665,0.0803,0.8399,0.8857,0.1143,4676,6.5729,0.1722,,0
MRK,2022-02-03,2021-Q4,0.1006,0.0213,0.8781,0.0793,0.8568,0.9194,0.0806,3914,6.5851,0.1717,9.013,0
SYY,2019-11-04,2020-Q1,0.0924,0.0306,0.877,0.0618,0.8464,0.7907,0.2093,4450,5.8924,0.0902,4.2434,0
TMO,2021-10-29,2021-Q3,0.1204,0.0457,0.834,0.0747,0.7883,0.9062,0.0938,4072,6.2404,0.1896,0.8618,1
CRM,2021-08-25,2022-Q2,0.0915,0.025,0.8835,0.0666,0.8585,0.9583,0.0417,4358,6.0243,0.2138,-11.4049,1
CSX,2021-10-20,2021-Q3,0.0718,0.0368,0.8914,0.035,0.8546,0.7959,0.2041,3914,5.9111,0.2486,6.7164,1
CI,2022-11-03,2022-Q3,0.1205,0.0202,0.8592,0.1003,0.839,0.9306,0.0694,4100,6.6424,0.244,4.2537,1
TEL,2021-07-28,2021-Q3,0.0865,0.0277,0.8858,0.0588,0.8581,0.8889,0.1111,4627,6.0015,0.2157,3.6977,1
CNC,2022-04-26,2022-Q1,0.0723,0.026,0.9017,0.0463,0.8757,0.8182,0.1818,4109,6.0684,0.3582,3.1316,0
ES,2021-05-10,2021-Q1,0.0502,0.0387,0.9111,0.0115,0.8724,0.75,0.25,3957,6.044,0.1691,-6.2463,1
ALB,2021-05-06,2021-Q1,0.1076,0.0319,0.8606,0.0757,0.8287,0.8222,0.1778,3810,5.9283,0.4447,-4.67,0
LKQ,2020-10-29,2020-Q3,0.098,0.0391,0.8629,0.0589,0.8238,0.7123,0.2877,3490,6.3129,0.3054,3.86,1
SPGI,2022-10-27,2022-Q3,0.0779,0.0463,0.8758,0.0315,0.8295,0.6986,0.3014,6088,6.1932,0.3233,0.1516,1
ROP,2021-04-27,2021-Q1,0.1002,0.1079,0.7919,-0.0077,0.6917,0.8036,0.1964,3675,6.0354,0.1354,-3.74,1
LRCX,2021-07-28,2021-Q2,0.0609,0.0284,0.9106,0.0325,0.8822,0.7959,0.2041,4451,5.891,0.3044,17.94,1
MDLZ,2021-11-02,2021-Q3,0.1178,0.0301,0.8521,0.0877,0.822,0.7945,0.2055,4274,6.0873,0.1388,-2.44,1
MPC,2022-11-01,2022-Q3,0.0719,0.0711,0.857,0.0009,0.7859,0.8065,0.1935,4546,5.9144,0.4009,-0.1107,1
AVGO,2022-03-03,2022-Q1,0.0808,0.0211,0.8981,0.0597,0.877,0.9667,0.0333,2950,6.0119,0.3956,8.84,1
TT,2021-02-05,2020-Q4,0.079,0.0222,0.8988,0.0567,0.8766,0.8841,0.1159,5860,6.0447,0.3217,,1
COO,2022-03-03,2022-Q1,0.0791,0.0259,0.8949,0.0532,0.869,0.8611,0.1389,3237,5.8678,0.2844,6.5532,0
TSN,2023-02-06,2023-Q1,0.0885,0.0264,0.8852,0.0621,0.8588,0.7875,0.2125,5710,5.9858,0.2346,-2.8038,0
GNRC,2021-11-02,2021-Q3,0.1386,0.03,0.8314,0.1085,0.8014,0.8286,0.1714,6710,6.1174,0.3631,-10.04,0
CCL,2022-06-24,2022-Q2,0.1021,0.0287,0.8692,0.0734,0.8405,0.7869,0.2131,3905,6.1222,0.9673,-2.96,0
HCA,2021-07-20,2021-Q2,0.0788,0.0235,0.8977,0.0554,0.8742,0.9333,0.0667,2105,6.1245,0.2316,2.0884,1
RMD,2021-04-29,2021-Q3,0.1069,0.0446,0.8485,0.0623,0.8039,0.7302,0.2698,5060,6.2496,0.1583,-6.771,0
GNRC,2021-02-11,2020-Q4,0.1272,0.0431,0.8297,0.0841,0.7866,0.8105,0.1895,6426,6.1346,0.4514,0.3753,1
RTX,2021-01-26,2020-Q4,0.0704,0.0483,0.8814,0.0221,0.8331,0.7273,0.2727,4429,6.0684,0.2492,2.02,1
CCI,2022-04-21,2022-Q1,0.0782,0.0206,0.9012,0.0576,0.8806,0.9512,0.0488,3928,5.8554,0.1865,-1.6557,1
SLB,2022-04-22,2022-Q1,0.08,0.0552,0.8647,0.0248,0.8095,0.7391,0.2609,3791,6.5687,0.348,6.0202,0
DG,2019-08-29,2019-Q2,0.106,0.0245,0.8695,0.0815,0.845,0.9643,0.0357,4996,6.0855,0.1892,,1
AKAM,2021-05-04,2021-Q1,0.0634,0.0292,0.9073,0.0342,0.8781,0.7674,0.2326,3637,5.8837,0.1877,-13.3782,1
NSC,2021-10-27,2021-Q3,0.0816,0.0378,0.8806,0.0438,0.8428,0.7595,0.2405,5986,6.0969,0.218,-3.44,0
MRNA,2022-02-24,2021-Q4,0.0709,0.0241,0.905,0.0468,0.8809,0.8039,0.1961,5506,6.3463,0.7077,-29.7535,1
FDX,2020-06-30,2020-Q4,0.0727,0.029,0.8983,0.0437,0.8693,0.7937,0.2063,4429,6.156,0.4784,22.7318,1
BAC,2022-10-17,2022-Q3,0.0983,0.0348,0.867,0.0635,0.8322,0.6667,0.3333,6073,5.8312,0.3806,3.6589,1
DTE,2021-10-27,2021-Q3,0.0767,0.0239,0.8994,0.0528,0.8755,0.9111,0.0889,3729,5.9305,0.1453,1.2427,0
TXT,2022-01-27,2021-Q4,0.0876,0.0289,0.8835,0.0587,0.8546,0.7778,0.2222,4014,5.7688,0.1969,1.44,0
COP,2022-05-05,2022-Q1,0.0678,0.0248,0.9073,0.043,0.8825,0.7586,0.2414,2836,5.6435,0.4179,3.06,1
PHM,2021-01-28,2020-Q4,0.08,0.0258,0.8941,0.0542,0.8683,0.7347,0.2653,4530,5.8245,0.3806,-10.9651,0
TMO,2022-02-02,2021-Q4,0.109,0.0272,0.8639,0.0818,0.8367,0.8684,0.1316,4421,6.2165,0.3004,5.5939,1
IVZ,2020-04-23,2020-Q1,0.0814,0.0262,0.8924,0.0552,0.8662,0.7258,0.2742,5410,5.949,1.1689,,0
OMC,2022-02-08,2021-Q4,0.0871,0.0243,0.8886,0.0627,0.8643,0.7838,0.2162,3226,6.1234,0.2308,-7.1326,1
C,2021-01-15,2020-Q4,0.1013,0.0391,0.8595,0.0622,0.8204,0.7412,0.2588,5851,5.8299,0.3212,,0
SHW,2021-04-27,2021-Q1,0.1104,0.0291,0.8605,0.0814,0.8314,0.7978,0.2022,6825,6.0103,0.2401,-3.2331,1
DPZ,2020-04-23,2020-Q1,0.0638,0.0498,0.8864,0.014,0.8366,0.5918,0.4082,5938,6.0034,0.6154,,0
NXPI,2023-01-31,2022-Q4,0.066,0.0337,0.9003,0.0323,0.8666,0.7692,0.2308,3677,6.1526,0.3327,3.41,1
TTWO,2023-02-06,2023-Q3,0.0699,0.0291,0.9011,0.0408,0.872,0.8696,0.1304,4088,6.0501,0.3218,-5.79,1
INVH,2020-10-29,2020-Q3,0.0628,0.0685,0.8687,-0.0057,0.8059,0.7115,0.2885,4730,5.8884,0.2758,1.8206,0
LKQ,2019-10-31,2019-Q3,0.1011,0.0448,0.8541,0.0563,0.8093,0.6528,0.3472,3557,6.3584,0.1699,,1
MOS,2020-08-04,2020-Q2,0.0895,0.0526,0.8579,0.0368,0.8053,0.7547,0.2453,3937,5.9992,0.5044,,1
TGT,2021-11-17,2021-Q3,0.0949,0.0227,0.8824,0.0721,0.8597,0.8571,0.1429,5108,6.0215,0.1924,-3.7064,0
NOC,2022-07-28,2022-Q2,0.0983,0.0265,0.8752,0.0719,0.8487,0.7667,0.2333,4011,6.1012,0.2984,1.6283,1
GLW,2022-07-26,2022-Q2,0.092,0.0249,0.8831,0.0671,0.8582,0.7727,0.2273,3906,6.0143,0.3058,2.2371,1
JPM,2021-01-15,2020-Q4,0.0919,0.0265,0.8816,0.0654,0.8551,0.6508,0.3492,6443,5.7965,0.2673,,0
ENPH,2021-07-27,2021-Q2,0.0646,0.0366,0.8988,0.028,0.8622,0.8409,0.1591,5046,6.0892,0.4837,-19.3455,1
