symbol,date,quarter,positive_score,negative_score,neutral_score,polarity,sentiment_confidence,optimism_ratio,caution_ratio,transcript_length,word_complexity,price_volatility,prev_quarter_movement,label
AME,2021-08-03,2021-Q2,0.0982,0.0291,0.8728,0.0691,0.8437,0.8913,0.1087,3700,6.0814,0.1836,2.2485,0
VTR,2019-07-26,2019-Q2,0.0653,0.0332,0.9015,0.0322,0.8683,0.8246,0.1754,4573,6.2106,0.1921,,0
NOW,2022-01-26,2021-Q4,0.0707,0.0227,0.9066,0.048,0.8839,0.9487,0.0513,4406,6.1627,0.4388,-0.9973,1
WYNN,2022-02-15,2021-Q4,0.0758,0.0402,0.884,0.0356,0.8438,0.7742,0.2258,3122,5.8767,0.4571,-0.9489,1
ELV,2023-01-25,2022-Q4,0.1097,0.0238,0.8664,0.0859,0.8426,0.8784,0.1216,5283,6.2686,0.2179,10.3588,1
F,2021-02-04,2020-Q4,0.1086,0.0289,0.8625,0.0797,0.8336,0.8261,0.1739,3858,6.1073,0.5093,-1.0101,1
DVN,2022-05-03,2022-Q1,0.0734,0.0256,0.9011,0.0478,0.8755,0.8704,0.1296,4367,5.8995,0.4737,4.822,1
MRK,2022-04-28,2022-Q1,0.1452,0.0187,0.836,0.1265,0.8173,0.9434,0.0566,3555,6.5066,0.1709,-5.6087,1
EBAY,2021-04-28,2021-Q1,0.0812,0.0211,0.8977,0.0601,0.8766,0.9206,0.0794,4391,6.1435,0.2943,9.18,0
CRM,2020-05-28,2021-Q1,0.0647,0.0345,0.9007,0.0302,0.8662,0.675,0.325,4725,6.1145,0.3908,-8.3575,0
PNC,2021-04-16,2021-Q1,0.0684,0.1043,0.8273,-0.0359,0.7589,0.5778,0.4222,3760,5.7582,0.2639,-2.6893,0
ZBH,2021-05-04,2021-Q1,0.0727,0.0257,0.9015,0.047,0.8758,0.7812,0.2188,5308,5.8838,0.1608,1.16,0
FITB,2022-01-20,2021-Q4,0.1211,0.0336,0.8453,0.0875,0.8117,0.8,0.2,5048,6.2423,0.295,3.269,0
NI,2021-02-17,2020-Q4,0.0892,0.0219,0.8889,0.0673,0.867,0.8182,0.1818,2875,6.2762,0.2977,-3.7295,1
MTD,2021-02-04,2020-Q4,0.0815,0.0242,0.8943,0.0572,0.8701,0.8333,0.1667,4704,6.1103,0.3022,-0.1187,0
HSIC,2021-08-03,2021-Q2,0.1289,0.0315,0.8397,0.0974,0.8082,0.7903,0.2097,3951,6.3576,0.1884,8.9177,0
VRTX,2022-10-27,2022-Q3,0.0889,0.0252,0.8858,0.0637,0.8606,0.9091,0.0909,3724,6.3963,0.2941,9.1298,0
CAG,2021-07-13,2021-Q4,0.0988,0.0327,0.8684,0.0661,0.8357,0.7778,0.2222,4196,6.071,0.1607,-0.7202,0
MMM,2022-07-26,2022-Q2,0.0748,0.044,0.8812,0.0307,0.8372,0.7042,0.2958,5529,6.3241,0.19,-2.9475,1
PG,2021-07-30,2021-Q4,0.1041,0.0215,0.8745,0.0826,0.853,0.8592,0.1408,5001,6.1156,0.1003,-1.33,1
BSX,2022-02-02,2021-Q4,0.1,0.0228,0.8772,0.0771,0.8544,0.8889,0.1111,3925,6.2257,0.1914,-3.7986,1
AXON,2022-08-09,2022-Q2,0.0647,0.0246,0.9108,0.0401,0.8862,0.9643,0.0357,3636,5.6502,0.4138,11.7533,1
KR,2022-12-01,2022-Q3,0.0726,0.0256,0.9019,0.047,0.8763,0.8519,0.1481,4454,5.965,0.2008,0.8656,0
HIG,2021-07-29,2021-Q2,0.0868,0.1146,0.7986,-0.0278,0.7118,0.6912,0.3088,3851,6.1236,0.2508,-2.7369,1
OXY,2021-05-11,2021-Q1,0.0817,0.0257,0.8926,0.0561,0.8669,0.8,0.2,4067,5.9624,0.4461,0.53,0
ANET,2021-02-18,2020-Q4,0.0661,0.0277,0.9062,0.0384,0.8785,0.6786,0.3214,4323,6.0865,0.1646,,0
MRNA,2022-08-03,2022-Q2,0.0694,0.0246,0.9061,0.0448,0.8815,0.6944,0.3056,3922,6.3419,0.5185,3.1386,1
LRCX,2022-10-19,2022-Q3,0.0693,0.0541,0.8765,0.0152,0.8224,0.6034,0.3966,4202,6.001,0.5458,9.91,1
IT,2021-05-04,2021-Q1,0.1702,0.0297,0.8,0.1405,0.7703,0.9167,0.0833,3962,6.0295,0.1498,8.8157,1
CNC,2022-10-25,2022-Q3,0.1105,0.03,0.8595,0.0806,0.8295,0.8462,0.1538,4077,6.2193,0.313,1.13,1
AAPL,2020-01-28,2020-Q1,0.0761,0.0257,0.8981,0.0504,0.8724,0.8667,0.1333,3623,5.9718,0.1735,-2.7,1
FSLR,2021-04-29,2021-Q1,0.0776,0.0432,0.8793,0.0344,0.8361,0.7258,0.2742,4519,6.3837,0.487,,0
PFG,2021-07-28,2021-Q2,0.0676,0.0334,0.899,0.0342,0.8656,0.7368,0.2632,4997,6.2169,0.3009,3.4328,0
AJG,2020-04-30,2020-Q1,0.0482,0.049,0.9029,-0.0008,0.8547,0.439,0.561,5125,5.6289,0.5493,8.8471,1
QCOM,2021-02-03,2021-Q1,0.1009,0.0307,0.8684,0.0703,0.8377,0.8478,0.1522,3876,6.1055,0.3621,15.04,0
EPAM,2022-08-04,2022-Q2,0.1187,0.0388,0.8425,0.0799,0.8037,0.72,0.28,3797,6.1978,0.4745,10.7868,1
TFX,2021-02-25,2020-Q4,0.0867,0.0465,0.8668,0.0402,0.8203,0.7042,0.2958,4793,6.3184,0.2482,-7.04,1
NKE,2022-03-21,2022-Q3,0.1028,0.025,0.8722,0.0778,0.8472,0.9143,0.0857,4431,6.1851,0.4406,-5.8023,1
GD,2023-01-25,2022-Q4,0.0703,0.0344,0.8953,0.0359,0.8609,0.8571,0.1429,3506,6.0445,0.1784,2.46,0
ADP,2021-04-28,2021-Q3,0.0859,0.1007,0.8134,-0.0147,0.7275,0.8194,0.1806,5036,5.9128,0.1929,1.6312,0
NSC,2021-07-28,2021-Q2,0.079,0.0291,0.8919,0.0499,0.8628,0.7692,0.2308,5655,6.0925,0.3265,0.6829,0
APA,2022-02-22,2021-Q4,0.0937,0.0235,0.8828,0.0702,0.8593,0.8182,0.1818,4615,5.8332,0.4479,10.4527,1
BIO,2021-02-11,2020-Q4,0.0714,0.0277,0.9009,0.0438,0.8732,0.6786,0.3214,2702,6.1114,0.3187,3.0403,1
MHK,2021-10-29,2021-Q3,0.0959,0.0329,0.8712,0.063,0.8383,0.7143,0.2857,4546,6.187,0.2153,3.85,0
GPC,2020-10-22,2020-Q3,0.1214,0.0385,0.8401,0.0829,0.8016,0.8182,0.1818,4316,6.2947,0.2548,1.968,0
IBM,2023-01-25,2022-Q4,0.0797,0.025,0.8953,0.0547,0.8703,0.9206,0.0794,4202,6.1944,0.1726,9.1919,0
PNR,2021-10-26,2021-Q3,0.0747,0.0204,0.905,0.0543,0.8846,0.7273,0.2727,4149,5.8915,0.2499,7.2344,0
INTC,2022-04-28,2022-Q1,0.1018,0.0243,0.874,0.0775,0.8497,0.9012,0.0988,4287,6.004,0.296,-6.0069,0
RTX,2019-07-23,2019-Q2,0.0777,0.0305,0.8918,0.0472,0.8613,0.806,0.194,4619,5.9145,0.1757,,1
AAPL,2019-07-30,2019-Q3,0.0829,0.0229,0.8943,0.06,0.8714,0.8889,0.1111,3662,5.9754,0.1777,,1
JKHY,2022-05-04,2022-Q3,0.0848,0.0313,0.8839,0.0534,0.8526,0.8611,0.1389,4250,5.7113,0.2045,1.7093,0
CTSH,2022-05-04,2022-Q1,0.1194,0.0339,0.8468,0.0855,0.8129,0.8088,0.1912,4736,6.2323,0.2724,2.716,0
AVB,2021-07-29,2021-Q2,0.0657,0.0413,0.893,0.0244,0.8517,0.7586,0.2414,6167,5.8845,0.1663,-2.2488,1
PNC,2021-10-15,2021-Q3,0.0676,0.0368,0.8956,0.0308,0.8588,0.7143,0.2857,4221,5.7316,0.2364,-6.7334,1
PLD,2021-07-19,2021-Q2,0.0659,0.0237,0.9105,0.0422,0.8868,0.878,0.122,4083,5.7869,0.1979,2.0522,0
ORCL,2022-03-10,2022-Q3,0.0571,0.0332,0.9097,0.0239,0.8765,0.6538,0.3462,3080,5.8799,0.3257,12.31,1
TRGP,2021-05-06,2021-Q1,0.0709,0.0406,0.8885,0.0303,0.8479,0.7119,0.2881,3966,6.0081,0.2944,1.8439,1
ABNB,2022-05-03,2022-Q1,0.065,0.0241,0.9109,0.041,0.8868,0.8667,0.1333,4741,5.622,0.4722,3.0885,0
ETN,2022-08-02,2022-Q2,0.0943,0.0273,0.8784,0.067,0.8511,0.806,0.194,4111,5.9886,0.2678,0.5393,1
FTV,2020-07-28,2020-Q2,0.0982,0.0622,0.8395,0.036,0.7773,0.7342,0.2658,5673,5.9212,0.2665,-8.8309,0
A,2021-05-25,2021-Q2,0.0998,0.0192,0.881,0.0806,0.8618,0.9412,0.0588,4433,5.7954,0.1819,-0.8441,1
TFX,2020-07-30,2020-Q2,0.0763,0.1139,0.8098,-0.0376,0.7335,0.6333,0.3667,5283,6.1637,0.2419,,0
NSC,2022-07-27,2022-Q2,0.0978,0.0296,0.8726,0.0682,0.843,0.7308,0.2692,5113,6.0201,0.2397,-1.5635,0
DAL,2022-10-13,2022-Q3,0.1014,0.0269,0.8717,0.0745,0.8448,0.7931,0.2069,4543,5.8472,0.5232,6.3161,1
CNC,2022-07-26,2022-Q2,0.0622,0.027,0.9108,0.0352,0.8838,0.8696,0.1304,4317,5.9354,0.2593,-5.079,0
MNST,2021-02-25,2020-Q4,0.0839,0.1145,0.8017,-0.0306,0.7178,0.4,0.6,3467,6.3083,0.255,6.8731,0
FDS,2021-06-29,2021-Q3,0.1027,0.0224,0.8749,0.0803,0.8525,0.8367,0.1633,3568,5.7242,0.1528,-2.1423,0
TSN,2021-05-10,2021-Q2,0.1053,0.0277,0.8671,0.0776,0.8394,0.7857,0.2143,4651,6.0789,0.1422,-3.3554,1
AMD,2021-01-26,2020-Q4,0.0949,0.0236,0.8815,0.0712,0.8579,0.9667,0.0333,3855,5.8802,0.3531,,0
CVX,2022-07-29,2022-Q2,0.0919,0.0246,0.8835,0.0673,0.8589,0.8852,0.1148,4452,5.8868,0.2763,7.07,0
HWM,2020-11-09,2020-Q3,0.0755,0.1156,0.8089,-0.0402,0.7334,0.5745,0.4255,3763,6.2711,0.4503,20.8196,1
FMC,2020-08-05,2020-Q2,0.0832,0.0301,0.8867,0.0531,0.8566,0.7391,0.2609,4615,5.9902,0.2779,,1
VTR,2021-08-06,2021-Q2,0.1182,0.0227,0.8592,0.0955,0.8365,0.9175,0.0825,6246,6.1724,0.2303,-5.7442,0
EL,2022-05-03,2022-Q3,0.0893,0.0404,0.8703,0.0489,0.8299,0.8056,0.1944,4023,6.4136,0.3889,1.0552,0
PHM,2022-02-01,2021-Q4,0.0694,0.0374,0.8932,0.0319,0.8558,0.7442,0.2558,4207,5.7145,0.4272,-3.57,0
DG,2022-08-25,2022-Q2,0.102,0.054,0.844,0.048,0.79,0.8831,0.1169,4685,6.1276,0.1712,13.33,0
SRE,2020-05-04,2020-Q1,0.0703,0.0243,0.9054,0.046,0.8811,0.9231,0.0769,6296,5.9514,0.6915,,1
MRNA,2021-05-06,2021-Q1,0.0615,0.0249,0.9136,0.0366,0.8887,0.8095,0.1905,6079,6.0732,0.6585,-7.881,0
POOL,2021-04-22,2021-Q1,0.059,0.0768,0.8642,-0.0178,0.8052,0.7358,0.2642,3752,5.9808,0.1756,-7.25,1
UPS,2021-02-02,2020-Q4,0.0963,0.0552,0.8485,0.0411,0.7933,0.902,0.098,4167,5.9273,0.2405,,1
REGN,2021-02-05,2020-Q4,0.0944,0.0236,0.882,0.0709,0.8584,0.8966,0.1034,4869,6.4847,0.3283,,0
WEC,2021-08-03,2021-Q2,0.0729,0.0263,0.9008,0.0465,0.8745,0.9375,0.0625,4922,6.0849,0.1833,0.4837,1
BLK,2020-07-17,2020-Q2,0.0812,0.0209,0.8979,0.0602,0.877,0.8387,0.1613,3824,6.489,0.2307,2.4942,1
HWM,2021-08-04,2021-Q2,0.0883,0.0324,0.8793,0.0559,0.8469,0.7674,0.2326,3391,6.0985,0.3137,1.1552,0
VMC,2021-11-04,2021-Q3,0.076,0.0295,0.8945,0.0465,0.865,0.7632,0.2368,3188,6.0314,0.2947,2.0325,1
NXPI,2022-11-01,2022-Q3,0.0524,0.0477,0.8999,0.0047,0.8522,0.4634,0.5366,3454,5.9036,0.4491,5.96,1
CARR,2021-02-09,2020-Q4,0.0932,0.0248,0.8819,0.0684,0.8571,0.8657,0.1343,4198,6.0314,0.3659,,0
TPR,2019-11-05,2020-Q1,0.0659,0.0334,0.9006,0.0325,0.8672,0.7059,0.2941,4243,6.2288,0.2974,,1
TMO,2022-04-28,2022-Q1,0.1271,0.0238,0.8491,0.1033,0.8253,0.8675,0.1325,4251,6.2719,0.3522,0.9892,1
AIZ,2020-11-03,2020-Q3,0.1039,0.0389,0.8571,0.065,0.8182,0.7333,0.2667,3750,6.1643,0.2217,,0
MGM,2021-11-03,2021-Q3,0.0753,0.0267,0.898,0.0486,0.8713,0.8333,0.1667,4314,6.042,0.3877,4.9237,0
MOH,2021-07-29,2021-Q2,0.1014,0.0343,0.8644,0.0671,0.8301,0.7292,0.2708,3620,6.2831,0.2064,4.84,1
TSLA,2021-01-27,2020-Q4,0.0706,0.0248,0.9045,0.0458,0.8797,0.9333,0.0667,3602,5.6735,0.5544,-6.29,0
ALGN,2022-04-27,2022-Q1,0.0735,0.036,0.8905,0.0374,0.8545,0.6719,0.3281,4990,6.2325,0.4817,1.06,0
HON,2021-04-23,2021-Q1,0.0826,0.0262,0.8912,0.0564,0.865,0.8714,0.1286,4452,6.075,0.1808,-0.9549,0
WYNN,2022-11-09,2022-Q3,0.0711,0.0305,0.8983,0.0406,0.8678,0.8788,0.1212,2630,5.8578,0.7518,4.3254,1
WELL,2021-07-30,2021-Q2,0.0648,0.0457,0.8895,0.0191,0.8438,0.65,0.35,4523,6.0566,0.285,-1.2913,0
KMX,2022-12-22,2023-Q3,0.0744,0.0724,0.8533,0.002,0.7809,0.625,0.375,4965,5.7535,0.3734,-14.41,1
PANW,2022-11-17,2023-Q1,0.0968,0.0242,0.879,0.0726,0.8548,0.8913,0.1087,4447,5.9103,0.554,9.1877,1
ALB,2021-02-18,2020-Q4,0.0943,0.0356,0.8702,0.0587,0.8346,0.7593,0.2407,4190,5.957,0.3918,21.7782,0
VRSK,2021-11-03,2021-Q3,0.0711,0.0279,0.901,0.0432,0.8731,0.6829,0.3171,4358,6.3056,0.1309,-1.3368,1
SHW,2020-01-30,2019-Q4,0.1087,0.0269,0.8644,0.0817,0.8375,0.7879,0.2121,5368,5.9272,0.1682,,0
TMUS,2022-02-02,2021-Q4,0.0788,0.0353,0.8859,0.0436,0.8506,0.96,0.04,5335,5.8249,0.3718,5.8778,1
CLX,2019-10-31,2020-Q1,0.0843,0.0587,0.857,0.0255,0.7983,0.7059,0.2941,4104,6.0061,0.1512,,0
GE,2020-07-29,2020-Q2,0.0636,0.1642,0.7722,-0.1006,0.7086,0.6081,0.3919,4599,6.1613,0.3945,,0
CPT,2021-07-30,2021-Q2,0.0691,0.0273,0.9035,0.0418,0.8762,0.7368,0.2632,4600,5.6676,0.1503,-1.3293,1
MKC,2021-03-30,2021-Q1,0.1176,0.0271,0.8553,0.0905,0.8282,0.902,0.098,5682,6.3877,0.1438,-5.3622,0
NKE,2022-12-20,2023-Q2,0.0706,0.0257,0.9037,0.0449,0.878,0.8333,0.1667,4183,6.1583,0.2784,-7.7244,1
CPT,2021-02-05,2020-Q4,0.0779,0.0639,0.8582,0.0139,0.7943,0.4737,0.5263,5065,5.799,0.2155,,0
KMI,2022-01-19,2021-Q4,0.0763,0.0296,0.8941,0.0468,0.8645,0.7027,0.2973,3857,5.6352,0.2087,-3.3568,1
L,2019-08-05,2019-Q2,0.0919,0.0929,0.8152,-0.0009,0.7233,0.5405,0.4595,1999,6.3012,0.1218,,0
ECL,2022-07-26,2022-Q2,0.0674,0.0304,0.9021,0.037,0.8717,0.9245,0.0755,5282,5.6906,0.297,-3.5704,0
FDX,2021-06-24,2021-Q4,0.1412,0.023,0.8359,0.1182,0.8129,0.8202,0.1798,5089,6.3032,0.2328,-0.0262,1
CTVA,2020-08-06,2020-Q2,0.0892,0.035,0.8758,0.0542,0.8408,0.7887,0.2113,4433,6.0984,0.2957,-11.1154,0
DUK,2021-11-04,2021-Q3,0.0825,0.0217,0.8957,0.0608,0.874,0.8182,0.1818,3035,6.2521,0.148,0.67,0
MRK,2022-07-28,2022-Q2,0.1339,0.0221,0.844,0.1118,0.8219,0.8667,0.1333,3593,6.5753,0.2119,1.94,0
KMX,2019-06-21,2020-Q1,0.089,0.0304,0.8805,0.0586,0.8501,0.9286,0.0714,3038,5.7864,0.1665,,1
QRVO,2019-08-01,2020-Q1,0.0586,0.0335,0.9079,0.0251,0.8744,0.7692,0.2308,3656,5.9092,0.242,,0
TXN,2021-04-27,2021-Q1,0.0528,0.0311,0.9161,0.0216,0.885,0.7917,0.2083,2449,5.784,0.2823,-3.6,0
BIIB,2021-02-03,2020-Q4,0.0695,0.0959,0.8346,-0.0264,0.7651,0.7111,0.2889,4021,6.5111,0.3694,,0
LVS,2021-10-20,2021-Q3,0.061,0.0247,0.9143,0.0362,0.8896,0.8,0.2,3015,5.6123,0.3802,-4.2036,0
FICO,2021-05-05,2021-Q2,0.0663,0.0519,0.8819,0.0144,0.83,0.5714,0.4286,2624,6.2409,0.209,-9.159,0
MOH,2021-04-30,2021-Q1,0.1027,0.0278,0.8695,0.0749,0.8417,0.7241,0.2759,4344,6.2429,0.2084,6.3642,1
BALL,2020-08-06,2020-Q3,0.0595,0.0288,0.9117,0.0308,0.8829,0.7869,0.2131,5166,5.899,0.2733,-6.3795,0
CFG,2021-07-20,2021-Q2,0.127,0.0295,0.8434,0.0975,0.8139,0.8103,0.1897,3079,5.8987,0.3614,-1.6525,1
LVS,2021-01-27,2020-Q4,0.0538,0.0258,0.9204,0.0279,0.8946,0.9545,0.0455,3471,5.9006,0.3202,,0
ORCL,2022-12-12,2023-Q2,0.0572,0.0277,0.9151,0.0295,0.8874,0.76,0.24,3366,6.0891,0.2539,-9.3268,1
CAH,2019-11-07,2020-Q1,0.0741,0.035,0.8909,0.0391,0.8559,0.775,0.225,4147,5.9853,0.2715,,1
XRAY,2021-08-05,2021-Q2,0.0725,0.0225,0.905,0.05,0.8825,0.9811,0.0189,4638,6.0563,0.2127,-4.7135,0
NOC,2021-07-29,2021-Q2,0.124,0.0256,0.8504,0.0984,0.8248,0.8654,0.1346,3868,6.183,0.1683,8.9757,1
J,2020-05-06,2020-Q2,0.068,0.0543,0.8778,0.0137,0.8235,0.7188,0.2812,5300,6.3415,0.4463,2.945,0
WELL,2022-08-10,2022-Q2,0.0688,0.0448,0.8864,0.0241,0.8416,0.6406,0.3594,5300,5.9398,0.2019,2.056,0
URI,2021-04-29,2021-Q1,0.0663,0.0292,0.9045,0.0371,0.8753,0.8,0.2,3481,5.8816,0.3163,-1.1242,1
PEG,2021-08-03,2021-Q2,0.0798,0.0621,0.8581,0.0177,0.796,0.6852,0.3148,4780,6.1027,0.1743,-0.5813,1
VRSN,2022-02-10,2021-Q4,0.063,0.0289,0.9081,0.0341,0.8792,0.75,0.25,1597,5.9549,0.2907,2.8198,1
CI,2021-11-04,2021-Q3,0.0897,0.0224,0.8879,0.0673,0.8655,0.9524,0.0476,4818,6.4633,0.2012,-8.0227,0
VZ,2021-01-26,2020-Q4,0.088,0.0272,0.8848,0.0608,0.8576,0.7727,0.2273,4470,5.9902,0.0985,,0
L,2021-05-03,2021-Q1,0.1827,0.0459,0.7714,0.1368,0.7255,0.5789,0.4211,2278,6.2932,0.1749,-1.8975,1
PM,2021-04-20,2021-Q1,0.0748,0.0387,0.8865,0.0362,0.8478,0.8033,0.1967,4537,6.2127,0.1718,8.31,1
PNW,2021-05-05,2021-Q1,0.0742,0.0264,0.8993,0.0478,0.8729,0.7778,0.2222,2242,6.3283,0.1816,-3.07,1
YUM,2021-04-28,2021-Q1,0.0965,0.0226,0.8809,0.0738,0.8583,0.8833,0.1167,3672,6.0999,0.1572,0.0582,1
NCLH,2022-11-08,2022-Q3,0.0721,0.0286,0.8994,0.0435,0.8708,0.86,0.14,4144,5.9426,0.6347,4.66,1
TPR,2021-08-19,2021-Q4,0.1416,0.0247,0.8337,0.1169,0.809,0.9727,0.0273,5204,6.323,0.3714,-4.1821,0
EXPE,2021-02-11,2020-Q4,0.0585,0.0322,0.9092,0.0263,0.877,0.7576,0.2424,4189,5.7801,0.4405,35.8108,1
CPT,2021-10-29,2021-Q3,0.0743,0.0354,0.8903,0.039,0.8549,0.6944,0.3056,4552,5.7441,0.1868,0.78,1
JKHY,2021-02-09,2021-Q2,0.0808,0.155,0.7642,-0.0742,0.6834,0.625,0.375,3406,5.8784,0.2886,5.77,0
PAYX,2019-12-18,2020-Q2,0.0727,0.0306,0.8967,0.042,0.8661,0.8148,0.1852,5864,5.7539,0.1106,0.1933,0
BLK,2021-04-15,2021-Q1,0.0863,0.0221,0.8916,0.0642,0.8695,0.8043,0.1957,3850,6.527,0.1995,-4.31,0
TMUS,2021-02-04,2020-Q4,0.0754,0.0225,0.9022,0.0529,0.8797,0.9744,0.0256,4661,5.7183,0.3671,8.72,0
EOG,2022-11-04,2022-Q3,0.0772,0.0213,0.9015,0.0558,0.8802,0.9184,0.0816,4255,5.7814,0.4132,1.6793,1
MMM,2021-04-27,2021-Q1,0.0815,0.0732,0.8453,0.0082,0.7721,0.7838,0.2162,4767,6.0908,0.1051,3.0929,0
HRL,2020-02-20,2020-Q1,0.0649,0.064,0.8711,0.0009,0.8071,0.6415,0.3585,4322,5.851,0.1243,4.14,0
MCK,2022-05-05,2022-Q4,0.1241,0.0775,0.7983,0.0466,0.7208,0.7882,0.2118,4684,6.6661,0.2532,5.2508,1
MPWR,2022-02-10,2021-Q4,0.0927,0.0282,0.8791,0.0644,0.8509,0.9355,0.0645,3165,5.848,0.5493,2.52,1
ALL,2021-08-05,2021-Q2,0.0829,0.0228,0.8943,0.0602,0.8715,0.8478,0.1522,4440,6.0412,0.1965,4.6827,1
CFG,2022-01-19,2021-Q4,0.1641,0.0196,0.8163,0.1446,0.7967,0.8681,0.1319,4700,5.9164,0.3308,3.9893,0
J,2021-11-23,2021-Q4,0.0993,0.0228,0.8779,0.0765,0.8551,0.9206,0.0794,4110,6.3759,0.1589,-1.07,1
BLK,2023-01-13,2022-Q4,0.0697,0.0423,0.888,0.0274,0.8457,0.8136,0.1864,3839,6.3793,0.2972,6.511,0
KMX,2022-06-24,2023-Q1,0.0774,0.0301,0.8925,0.0472,0.8624,0.7255,0.2745,4840,5.7752,0.5102,-11.0303,1
TXN,2021-01-26,2020-Q4,0.0602,0.0257,0.9142,0.0345,0.8885,0.7727,0.2273,2195,5.9226,0.1867,,1
HCA,2020-07-22,2020-Q2,0.0598,0.0893,0.8509,-0.0294,0.7911,0.6429,0.3571,3885,6.1835,0.3935,,1
SPGI,2022-02-08,2021-Q4,0.1015,0.0279,0.8706,0.0737,0.8427,0.8971,0.1029,5215,6.1793,0.2695,5.99,0
AFL,2019-10-25,2019-Q3,0.0702,0.0281,0.9017,0.042,0.8736,0.7297,0.2703,3692,6.1276,0.1481,,1
HSIC,2022-05-03,2022-Q1,0.1083,0.0738,0.818,0.0345,0.7442,0.6377,0.3623,4006,6.2544,0.2674,10.1333,1
DD,2022-08-02,2022-Q2,0.0989,0.0445,0.8565,0.0544,0.812,0.7778,0.2222,4323,5.9116,0.2864,-0.7284,0
PODD,2021-05-06,2021-Q1,0.0869,0.0209,0.8922,0.066,0.8713,0.8889,0.1111,4638,6.0308,0.3808,1.0097,0
NRG,2021-05-06,2021-Q1,0.0565,0.0316,0.9118,0.0249,0.8802,0.75,0.25,2869,6.366,0.1724,9.1482,0
NSC,2021-01-27,2020-Q4,0.0663,0.0657,0.8679,0.0006,0.8022,0.5904,0.4096,5987,6.1416,0.2391,,0
D,2021-05-04,2021-Q1,0.0582,0.0266,0.9152,0.0316,0.8886,0.913,0.087,3183,6.1916,0.1313,-0.9848,0
MAS,2021-07-29,2021-Q2,0.0899,0.0284,0.8817,0.0615,0.8533,0.8148,0.1852,4576,5.995,0.1349,2.7445,1
EQR,2021-02-11,2020-Q4,0.072,0.0312,0.8968,0.0408,0.8656,0.7105,0.2895,6238,5.9296,0.2268,-2.7416,1
DLTR,2022-08-25,2022-Q2,0.0808,0.0374,0.8818,0.0434,0.8444,0.6809,0.3191,4248,6.1146,0.2824,23.3403,0
SBAC,2021-02-22,2020-Q4,0.072,0.0241,0.9039,0.048,0.8798,0.7568,0.2432,5006,5.9163,0.2367,5.5963,0
DVN,2021-11-03,2021-Q3,0.0672,0.0235,0.9093,0.0437,0.8858,0.9394,0.0606,4536,5.9522,0.4078,4.5116,1
LKQ,2021-07-29,2021-Q2,0.0844,0.0535,0.8621,0.0309,0.8086,0.7333,0.2667,3739,6.1474,0.263,6.64,1
GM,2022-10-25,2022-Q3,0.0812,0.0254,0.8935,0.0558,0.8681,0.9167,0.0833,4403,5.8344,0.5226,5.0405,1
VMC,2021-02-16,2020-Q4,0.0523,0.0335,0.9142,0.0188,0.8807,0.78,0.22,4295,5.9343,0.2708,-6.3,1
STZ,2021-01-07,2021-Q3,0.1673,0.0442,0.7885,0.1232,0.7443,0.8602,0.1398,4698,6.2893,0.1896,-8.5681,1
AZO,2019-05-21,2019-Q3,0.0997,0.0237,0.8765,0.076,0.8528,0.85,0.15,4447,6.1628,0.1322,,1
ALLE,2021-07-22,2021-Q2,0.0783,0.0303,0.8914,0.0481,0.8611,0.7705,0.2295,4085,6.246,0.2344,4.0123,0
BSX,2021-07-27,2021-Q2,0.104,0.0237,0.8723,0.0804,0.8486,0.9403,0.0597,4236,6.2649,0.2163,3.2174,1
FITB,2021-07-22,2021-Q2,0.128,0.0346,0.8374,0.0934,0.8028,0.7342,0.2658,4761,6.1617,0.3738,1.2411,1
PTC,2023-02-01,2023-Q1,0.0925,0.0339,0.8735,0.0586,0.8396,0.7231,0.2769,5127,5.9707,0.26,6.2633,0
A,2021-08-17,2021-Q3,0.0934,0.0224,0.8842,0.071,0.8618,0.9028,0.0972,4586,5.8465,0.1044,3.59,1
VRTX,2022-01-26,2021-Q4,0.0897,0.0212,0.889,0.0685,0.8678,0.9091,0.0909,3965,6.3728,0.1585,4.0183,1
PNR,2020-10-20,2020-Q3,0.0698,0.0275,0.9027,0.0423,0.8752,0.7333,0.2667,5126,6.0453,0.2343,,1
HON,2022-02-03,2021-Q4,0.0829,0.0292,0.8879,0.0537,0.8587,0.7558,0.2442,5197,6.1905,0.1791,-2.7324,0
SBUX,2023-02-02,2023-Q1,0.097,0.0677,0.8353,0.0292,0.7676,0.8763,0.1237,5115,6.2886,0.2023,7.114,0
NWL,2020-02-14,2019-Q4,0.0707,0.0428,0.8865,0.0279,0.8437,0.8679,0.1321,4394,6.0589,0.2481,5.0078,0
CF,2021-02-18,2020-Q4,0.0675,0.0261,0.9064,0.0414,0.8803,0.6667,0.3333,3329,5.8994,0.3213,12.8458,1
WRB,2021-10-21,2021-Q3,0.0541,0.0277,0.9181,0.0264,0.8904,0.7,0.3,2995,5.9426,0.1642,0.1213,1
CMA,2021-04-20,2021-Q1,0.1035,0.0788,0.8177,0.0247,0.7389,0.6714,0.3286,4022,6.0796,0.3413,-2.723,1
CMA,2021-07-21,2021-Q2,0.0855,0.0565,0.858,0.0289,0.8015,0.6711,0.3289,5403,5.9308,0.4078,1.53,1
PRU,2021-02-05,2020-Q4,0.0735,0.0272,0.8992,0.0463,0.872,0.8226,0.1774,4103,6.2028,0.3144,,1
